trade_id,symbol,direction,market_type,pullback_mode,formation_time,U,L,frozen_atr,breakout_time,breakout_price,confirm_time,confirm_price,low_distance_to_u,high_distance_to_l,entry_time,entry_price,units,nominal_size_usdt,initial_sl,final_sl,sl_updates,exit_time,exit_price,exit_reason,bars_held,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,net_pnl_usdt,net_r_multiple
11,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-01-26 08:15:00+00:00,87.5076,87.2948,0.4746,2024-01-26 08:30:00+00:00,87.78,2024-01-26 08:45:00+00:00,87.76,-0.017608,0.0,2024-01-26 09:00:00+00:00,87.8039,81.047393,7116.28,87.1999,87.561,1,2024-01-26 10:00:00+00:00,87.3388,TRAILING_STOP,4,-37.69,5.693,5.6629,14.176,-49.05,-1.002
12,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-01-31 17:45:00+00:00,101.0113,100.5761,1.0059,2024-01-31 18:00:00+00:00,102.13,2024-01-31 19:00:00+00:00,101.03,-0.071285,0.0,2024-01-31 19:15:00+00:00,101.0705,70.020031,7076.96,100.3749,100.3749,0,2024-01-31 19:30:00+00:00,99.7701,STOP_LOSS,1,-91.05,5.6616,5.5887,14.0173,-102.3,-2.101
13,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-02 15:45:00+00:00,302.1348,301.828,0.8364,2024-02-02 16:00:00+00:00,302.6,2024-02-02 17:15:00+00:00,302.3,-0.234754,0.0,2024-02-02 17:30:00+00:00,302.4511,31.549508,9542.18,301.6607,301.6607,0,2024-02-02 17:45:00+00:00,301.1476,STOP_LOSS,1,-41.13,7.6337,7.6008,19.0227,-56.36,-2.26
14,BTCUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-02 15:15:00+00:00,43003.7668,42943.4312,160.5172,2024-02-02 15:30:00+00:00,43208.61,2024-02-02 17:30:00+00:00,43003.99,-3.766773,0.0,2024-02-02 17:45:00+00:00,43025.502,0.220483,9486.39,42911.3277,42911.3277,0,2024-02-02 18:00:00+00:00,42846.9607,STOP_LOSS,1,-39.37,7.5891,7.5576,18.9137,-54.51,-2.165
15,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-06 15:15:00+00:00,302.6249,302.3433,0.874,2024-02-06 16:15:00+00:00,303.7,2024-02-06 17:30:00+00:00,302.8,-0.124928,0.0,2024-02-06 17:45:00+00:00,302.9514,31.135095,9432.42,302.1685,302.8174,8,2024-02-06 23:15:00+00:00,302.3632,TRAILING_STOP,22,-18.31,7.5459,7.5313,18.8374,-33.39,-1.37
16,BTCUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-07 15:30:00+00:00,43063.62,43017.8754,139.5513,2024-02-07 16:00:00+00:00,43170.76,2024-02-07 16:30:00+00:00,43128.53,-23.310046,0.0,2024-02-07 16:45:00+00:00,43150.0943,0.217829,9399.36,42989.9652,43378.2074,3,2024-02-07 17:45:00+00:00,43313.1401,TRAILING_STOP,4,35.52,7.5195,7.5479,18.852,20.45,0.586
18,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-13 20:45:00+00:00,111.6953,111.4604,0.8165,2024-02-13 21:00:00+00:00,113.07,2024-02-13 23:00:00+00:00,111.88,-0.115263,0.0,2024-02-13 23:15:00+00:00,111.9459,73.320604,8207.94,111.2971,111.4928,1,2024-02-14 00:15:00+00:00,111.3255,TRAILING_STOP,4,-45.49,6.5664,6.53,16.3477,-58.58,-1.231
17,BTCUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-13 22:00:00+00:00,49370.9079,49304.5786,216.7389,2024-02-13 22:30:00+00:00,49527.85,2024-02-13 23:00:00+00:00,49451.27,-12.907927,0.0,2024-02-13 23:15:00+00:00,49476.0056,0.190387,9419.61,49261.2308,49455.4119,3,2024-02-14 00:30:00+00:00,49381.2288,TRAILING_STOP,5,-18.04,7.5357,7.5213,18.8121,-33.1,-0.81
19,BTCUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-13 23:45:00+00:00,49430.1294,49386.2591,168.3199,2024-02-14 00:00:00+00:00,49581.57,2024-02-14 00:45:00+00:00,49482.81,-26.249391,0.0,2024-02-14 01:00:00+00:00,49507.5414,0.188433,9328.84,49352.5951,49352.5951,0,2024-02-14 01:15:00+00:00,49278.5662,STOP_LOSS,1,-43.15,7.4631,7.4286,18.593,-58.04,-1.988
20,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-19 12:45:00+00:00,352.7663,352.4046,1.2077,2024-02-19 13:00:00+00:00,354.3,2024-02-19 13:15:00+00:00,353.8,-0.066325,0.0,2024-02-19 13:30:00+00:00,353.9769,25.815788,9138.19,352.1631,352.1631,0,2024-02-19 13:45:00+00:00,351.6348,STOP_LOSS,1,-60.46,7.3106,7.2622,18.1857,-75.03,-1.602
21,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-19 21:45:00+00:00,352.8161,352.7013,0.8968,2024-02-19 22:00:00+00:00,354.6,2024-02-19 23:00:00+00:00,353.4,-0.016127,0.0,2024-02-19 23:15:00+00:00,353.4767,26.018962,9197.1,352.522,352.522,0,2024-02-19 23:30:00+00:00,351.6717,STOP_LOSS,1,-46.96,7.3577,7.3201,18.3237,-61.64,-2.482
22,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-21 05:00:00+00:00,354.001,353.8966,1.1792,2024-02-21 05:15:00+00:00,354.9,2024-02-21 05:30:00+00:00,354.6,-0.001009,0.0,2024-02-21 05:45:00+00:00,354.6772,25.758831,9136.07,353.6607,353.6607,0,2024-02-21 06:00:00+00:00,353.1303,STOP_LOSS,1,-39.85,7.3089,7.277,18.2124,-54.43,-2.079
23,ETHUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-22 05:15:00+00:00,2931.4183,2929.2391,10.5068,2024-02-22 05:30:00+00:00,2938.8,2024-02-22 06:15:00+00:00,2936.78,-0.118336,0.0,2024-02-22 06:30:00+00:00,2938.2384,3.091029,9082.18,2927.1377,3005.1407,13,2024-02-22 10:30:00+00:00,3000.633,TRAILING_STOP,16,192.86,7.2657,7.42,18.4537,178.18,5.193
24,BTCUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-22 19:15:00+00:00,51572.7272,51541.1634,144.3744,2024-02-22 20:15:00+00:00,51915.19,2024-02-22 21:30:00+00:00,51624.02,-20.857213,0.0,2024-02-22 21:45:00+00:00,51649.822,0.179257,9258.58,51512.2885,51512.2885,0,2024-02-22 22:15:00+00:00,51435.0201,STOP_LOSS,2,-38.5,7.4069,7.3761,18.4594,-53.29,-2.161
25,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-02-25 07:00:00+00:00,380.3793,380.0099,1.1418,2024-02-25 07:30:00+00:00,381.0,2024-02-25 08:00:00+00:00,380.5,-0.279267,0.0,2024-02-25 08:15:00+00:00,380.5902,24.18828,9205.82,379.7815,379.7815,0,2024-02-25 08:45:00+00:00,379.2119,STOP_LOSS,2,-33.34,7.3647,7.338,18.3616,-48.04,-2.456
26,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-01 18:30:00+00:00,405.8949,405.4832,1.2401,2024-03-01 19:30:00+00:00,406.8,2024-03-01 20:15:00+00:00,406.7,-0.094908,0.0,2024-03-01 20:30:00+00:00,406.9033,22.507213,9158.26,405.2352,407.4093,3,2024-03-02 01:15:00+00:00,406.7982,TRAILING_STOP,19,-2.37,7.3266,7.3247,18.313,-17.02,-0.453
27,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-03 00:45:00+00:00,129.3484,129.1405,1.0744,2024-03-03 01:00:00+00:00,129.98,2024-03-03 01:15:00+00:00,130.05,-0.098393,0.0,2024-03-03 01:30:00+00:00,130.125,38.491462,5008.7,128.9256,128.9256,0,2024-03-03 02:15:00+00:00,128.7322,STOP_LOSS,3,-53.61,4.007,3.9641,9.937,-61.58,-1.334
28,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-03 02:00:00+00:00,129.558,129.3054,1.0349,2024-03-03 03:30:00+00:00,130.24,2024-03-03 05:15:00+00:00,129.61,-0.038015,0.0,2024-03-03 05:30:00+00:00,129.6748,70.024746,9080.45,129.0984,129.0984,0,2024-03-03 06:00:00+00:00,128.9047,STOP_LOSS,2,-53.92,7.2644,7.2212,18.08,-68.41,-1.695
29,ETHUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-03 14:00:00+00:00,3418.3932,3416.0162,11.484,2024-03-03 14:15:00+00:00,3434.34,2024-03-03 15:30:00+00:00,3430.02,-0.593184,0.0,2024-03-03 15:45:00+00:00,3431.735,2.526628,8670.72,3413.7194,3457.1869,7,2024-03-03 18:30:00+00:00,3452.0011,TRAILING_STOP,11,51.2,6.9366,6.9775,17.4182,37.29,0.819
30,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-03 15:00:00+00:00,129.0605,128.7833,0.8495,2024-03-03 16:00:00+00:00,129.62,2024-03-03 16:45:00+00:00,130.32,-0.050543,0.0,2024-03-03 17:00:00+00:00,130.3852,25.916359,3379.11,128.6134,131.0095,2,2024-03-04 00:45:00+00:00,130.813,TRAILING_STOP,31,11.09,2.7033,2.7122,6.7749,5.67,0.124
31,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-05 10:15:00+00:00,130.6329,130.4938,0.9108,2024-03-05 10:30:00+00:00,131.57,2024-03-05 11:45:00+00:00,130.68,-0.002862,0.0,2024-03-05 12:00:00+00:00,130.7453,69.258724,9055.26,130.3116,131.4136,5,2024-03-05 13:30:00+00:00,131.2165,TRAILING_STOP,6,32.63,7.2442,7.2703,18.1595,18.12,0.603
32,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-11 21:30:00+00:00,520.2257,519.6004,1.9263,2024-03-11 21:45:00+00:00,521.9,2024-03-11 22:45:00+00:00,522.2,-0.125719,0.0,2024-03-11 23:00:00+00:00,522.361,14.566309,7608.87,519.2151,527.6397,5,2024-03-12 03:15:00+00:00,526.8482,TRAILING_STOP,17,65.36,6.0871,6.1394,15.3158,53.13,1.16
33,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-17 04:30:00+00:00,185.3904,185.0354,2.3421,2024-03-17 05:30:00+00:00,186.87,2024-03-17 06:30:00+00:00,186.94,-0.280394,0.0,2024-03-17 06:45:00+00:00,187.0335,18.686518,3495.0,184.567,184.567,0,2024-03-17 07:00:00+00:00,182.6356,STOP_LOSS,1,-82.18,2.796,2.7303,6.8667,-87.71,-1.903
34,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-17 08:30:00+00:00,185.1206,184.2394,3.2248,2024-03-17 09:00:00+00:00,187.02,2024-03-17 09:45:00+00:00,185.87,-0.200608,0.0,2024-03-17 10:00:00+00:00,185.9629,19.274368,3584.32,183.5944,189.8948,8,2024-03-17 12:30:00+00:00,189.61,TRAILING_STOP,10,70.29,2.8675,2.9237,7.2741,64.5,1.413
35,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-18 20:30:00+00:00,201.6093,200.4556,2.3776,2024-03-18 21:00:00+00:00,202.81,2024-03-18 21:45:00+00:00,201.79,-0.629292,0.0,2024-03-18 22:00:00+00:00,201.8909,24.059266,4857.35,199.98,199.98,0,2024-03-18 22:15:00+00:00,199.6801,STOP_LOSS,1,-53.19,3.8859,3.8433,9.6349,-60.92,-1.325
36,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-23 08:30:00+00:00,554.1397,552.7392,3.0547,2024-03-23 09:45:00+00:00,555.8,2024-03-23 10:00:00+00:00,554.3,-0.039722,0.0,2024-03-23 10:15:00+00:00,554.6772,16.302293,9042.51,552.1283,553.1892,5,2024-03-23 11:45:00+00:00,552.3594,TRAILING_STOP,6,-37.78,7.234,7.2038,18.0283,-52.22,-1.257
37,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-23 10:45:00+00:00,554.2443,553.2756,3.2613,2024-03-23 11:15:00+00:00,556.6,2024-03-23 11:30:00+00:00,554.9,-0.244256,0.0,2024-03-23 11:45:00+00:00,555.0774,16.197399,8990.81,552.6234,561.1171,8,2024-03-23 15:15:00+00:00,560.2754,TRAILING_STOP,14,84.19,7.1926,7.26,18.1079,69.74,1.755
38,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-28 14:30:00+00:00,185.682,185.5046,1.3855,2024-03-28 14:45:00+00:00,188.94,2024-03-28 16:00:00+00:00,185.77,-0.021993,0.0,2024-03-28 16:15:00+00:00,185.8729,48.742206,9059.85,185.2275,185.2275,0,2024-03-28 16:45:00+00:00,184.9496,STOP_LOSS,2,-45.0,7.2479,7.2119,18.0522,-59.46,-1.89
39,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-28 23:15:00+00:00,583.2635,582.7804,1.61,2024-03-29 00:00:00+00:00,584.1,2024-03-29 00:15:00+00:00,584.2,-0.263546,0.0,2024-03-29 00:30:00+00:00,584.5921,15.397038,9000.99,582.4584,582.4584,0,2024-03-29 00:45:00+00:00,581.5264,STOP_LOSS,1,-47.2,7.2008,7.163,17.9312,-61.57,-1.874
40,ETHUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-29 02:45:00+00:00,3564.9071,3561.1872,11.0375,2024-03-29 04:15:00+00:00,3573.05,2024-03-29 05:00:00+00:00,3574.49,-0.907069,0.0,2024-03-29 05:15:00+00:00,3576.2772,2.499816,8940.04,3558.9797,3558.9797,0,2024-03-29 05:30:00+00:00,3553.6412,STOP_LOSS,1,-56.59,7.152,7.1068,17.7952,-70.84,-1.638
41,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-31 02:45:00+00:00,605.2185,604.9546,1.8512,2024-03-31 03:00:00+00:00,607.4,2024-03-31 04:15:00+00:00,606.6,-0.118528,0.0,2024-03-31 04:30:00+00:00,606.9033,14.615013,8869.9,604.5843,604.5843,0,2024-03-31 04:45:00+00:00,603.6775,STOP_LOSS,1,-47.15,7.0959,7.0582,17.6691,-61.3,-1.809
42,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-03-31 07:15:00+00:00,605.8686,605.5425,1.8221,2024-03-31 07:45:00+00:00,606.9,2024-03-31 08:00:00+00:00,606.8,-0.06855,0.0,2024-03-31 08:15:00+00:00,607.1034,14.510234,8809.21,605.178,605.178,0,2024-03-31 08:30:00+00:00,604.2703,STOP_LOSS,1,-41.11,7.0474,7.0145,17.5568,-55.17,-1.975
43,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-05 18:15:00+00:00,580.9171,580.1968,2.2869,2024-04-05 19:15:00+00:00,583.3,2024-04-05 20:45:00+00:00,581.7,-0.517147,0.0,2024-04-05 21:00:00+00:00,582.0909,15.039907,8754.59,579.7394,579.7394,0,2024-04-05 22:15:00+00:00,578.8698,STOP_LOSS,5,-48.44,7.0037,6.9649,17.4365,-62.41,-1.765
44,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-11 14:15:00+00:00,602.2303,600.5973,4.0589,2024-04-11 15:00:00+00:00,605.4,2024-04-11 16:00:00+00:00,602.8,-0.330318,0.0,2024-04-11 16:15:00+00:00,603.2014,12.852399,7752.59,599.7855,599.7855,0,2024-04-11 16:30:00+00:00,598.7006,STOP_LOSS,1,-57.85,6.2021,6.1558,15.4184,-70.2,-1.599
45,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-11 16:45:00+00:00,602.1759,600.9705,3.1804,2024-04-11 17:15:00+00:00,603.8,2024-04-11 17:45:00+00:00,603.1,-0.175873,0.0,2024-04-11 18:00:00+00:00,603.3015,14.293518,8623.3,600.3344,604.1281,3,2024-04-11 21:00:00+00:00,603.2219,TRAILING_STOP,12,-1.14,6.8986,6.8977,17.2449,-14.93,-0.352
46,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-12 02:15:00+00:00,173.2872,173.0886,0.8139,2024-04-12 03:00:00+00:00,173.72,2024-04-12 04:00:00+00:00,173.75,-0.167192,0.0,2024-04-12 04:15:00+00:00,173.8369,47.722458,8295.92,172.9258,174.3551,5,2024-04-12 06:15:00+00:00,174.0936,TRAILING_STOP,8,12.25,6.6367,6.6465,16.6102,-1.03,-0.024
47,ETHUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-18 12:00:00+00:00,3014.7025,3006.242,16.9688,2024-04-18 12:30:00+00:00,3025.2,2024-04-18 13:30:00+00:00,3025.16,-6.312506,0.0,2024-04-18 13:45:00+00:00,3026.6726,1.824701,5522.77,3002.8483,3056.4869,9,2024-04-18 17:00:00+00:00,3051.9021,TRAILING_STOP,13,46.04,4.4182,4.455,11.1146,37.16,0.855
48,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-20 05:00:00+00:00,143.0871,142.5054,1.2378,2024-04-20 05:15:00+00:00,144.19,2024-04-20 05:30:00+00:00,143.9,-0.047096,0.0,2024-04-20 05:45:00+00:00,143.9619,25.619252,3688.2,142.2578,142.2578,0,2024-04-20 08:00:00+00:00,142.0444,STOP_LOSS,9,-49.12,2.9506,2.9113,7.3027,-54.99,-1.259
50,ETHUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-20 14:00:00+00:00,3058.2705,3055.3023,8.3263,2024-04-20 14:45:00+00:00,3065.94,2024-04-20 15:00:00+00:00,3060.54,-1.680511,0.0,2024-04-20 15:15:00+00:00,3062.0803,2.803012,8583.05,3053.6371,3089.1325,2,2024-04-20 16:00:00+00:00,3084.4988,TRAILING_STOP,3,62.84,6.8664,6.9167,17.2604,49.06,2.073
49,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-20 13:15:00+00:00,142.4466,142.0793,0.8687,2024-04-20 13:30:00+00:00,142.93,2024-04-20 13:45:00+00:00,142.53,-0.166588,0.0,2024-04-20 14:00:00+00:00,142.6013,60.236839,8589.85,141.9055,150.333,22,2024-04-20 21:45:00+00:00,150.1075,TRAILING_STOP,31,452.15,6.8719,7.2336,17.8579,438.04,10.453
51,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-21 21:30:00+00:00,149.3677,149.0348,1.0076,2024-04-21 22:00:00+00:00,150.29,2024-04-21 22:15:00+00:00,149.57,-0.117699,0.0,2024-04-21 22:30:00+00:00,149.6448,56.459414,8448.86,148.8333,148.8333,0,2024-04-21 23:00:00+00:00,148.61,STOP_LOSS,2,-58.42,6.7591,6.7123,16.8101,-71.89,-1.569
52,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-24 00:45:00+00:00,156.3671,155.9616,0.9045,2024-04-24 01:00:00+00:00,157.11,2024-04-24 02:15:00+00:00,156.38,-0.047119,0.0,2024-04-24 02:30:00+00:00,156.4582,57.529132,9000.9,155.7807,155.7807,0,2024-04-24 02:45:00+00:00,155.547,STOP_LOSS,1,-52.42,7.2007,7.1588,17.9232,-66.78,-1.713
53,BTCUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-24 00:15:00+00:00,66448.6872,66393.2963,161.1721,2024-04-24 00:30:00+00:00,66719.99,2024-04-24 02:30:00+00:00,66639.44,-7.367154,0.0,2024-04-24 02:45:00+00:00,66672.7597,0.13401,8934.79,66361.0619,66758.368,1,2024-04-24 05:30:00+00:00,66658.2304,TRAILING_STOP,11,-1.95,7.1478,7.1463,17.8667,-16.24,-0.389
54,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-24 03:15:00+00:00,156.6124,156.16,0.9994,2024-04-24 03:30:00+00:00,157.14,2024-04-24 03:45:00+00:00,156.73,-0.112407,0.0,2024-04-24 04:00:00+00:00,156.7984,53.807188,8436.88,155.9601,157.5728,5,2024-04-24 06:15:00+00:00,157.3365,TRAILING_STOP,9,28.95,6.7495,6.7727,16.9172,15.43,0.342
55,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-24 23:30:00+00:00,606.0638,605.5162,3.1932,2024-04-24 23:45:00+00:00,608.8,2024-04-25 00:15:00+00:00,606.4,-0.163792,0.0,2024-04-25 00:30:00+00:00,606.7032,14.725477,8933.99,604.8775,604.8775,0,2024-04-25 01:45:00+00:00,603.9702,STOP_LOSS,5,-40.24,7.1472,7.115,17.8076,-54.51,-2.027
56,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-25 05:45:00+00:00,606.2085,605.886,2.5788,2024-04-25 06:00:00+00:00,607.7,2024-04-25 06:30:00+00:00,607.1,-0.208495,0.0,2024-04-25 06:45:00+00:00,607.5036,14.617251,8880.03,605.3702,605.3702,0,2024-04-25 07:30:00+00:00,604.4622,STOP_LOSS,3,-44.46,7.104,7.0685,17.6934,-58.63,-1.88
57,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-25 07:15:00+00:00,606.9297,606.1026,2.0681,2024-04-25 07:45:00+00:00,608.4,2024-04-25 08:00:00+00:00,607.7,-0.529718,0.0,2024-04-25 08:15:00+00:00,608.1039,14.507371,8821.99,605.689,608.432,3,2024-04-25 10:00:00+00:00,607.5194,TRAILING_STOP,7,-8.48,7.0576,7.0508,17.6313,-22.59,-0.645
58,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-04-25 08:45:00+00:00,607.3654,606.2982,2.6084,2024-04-25 09:00:00+00:00,611.9,2024-04-25 10:00:00+00:00,609.3,-0.765422,0.0,2024-04-25 10:15:00+00:00,609.7047,11.313738,6898.04,605.7765,605.7765,0,2024-04-25 10:30:00+00:00,604.8678,STOP_LOSS,1,-54.72,5.5184,5.4747,13.714,-65.72,-1.479
59,SOLUSDT,LONG,spot,INTRABAND_PENETRATION,2024-05-05 07:45:00+00:00,145.3394,145.1235,0.6639,2024-05-05 08:15:00+00:00,146.2,2024-05-05 09:15:00+00:00,145.41,-0.179416,0.0,2024-05-05 09:30:00+00:00,145.4827,60.03853,8734.57,144.9907,145.7354,8,2024-05-05 13:00:00+00:00,145.5168,TRAILING_STOP,14,2.05,6.9877,6.9893,17.4722,-11.93,-0.404
60,BNBUSDT,LONG,spot,INTRABAND_PENETRATION,2024-05-08 20:00:00+00:00,585.6427,584.5585,2.5568,2024-05-08 21:15:00+00:00,588.1,2024-05-08 23:15:00+00:00,586.1,-0.342725,0.0,2024-05-08 23:30:00+00:00,586.4931,14.872735,8722.76,584.0471,586.7392,3,2024-05-09 01:15:00+00:00,585.8591,TRAILING_STOP,7,-9.43,6.9782,6.9707,17.4314,-23.38,-0.643
61,ETHUSDT,LONG,spot,INTRABAND_PENETRATION,2024-05-09 16:00:00+00:00,2993.4287,2988.8168,15.2217,2024-05-09 16:15:00+00:00,3017.82,2024-05-09 16:45:00+00:00,2994.61,-1.088739,0.0,2024-05-09 17:00:00+00:00,2996.1073,2.903638,8699.61,2985.7725,3038.5282,18,2024-05-09 23:00:00+00:00,3033.9704,TRAILING_STOP,24,109.94,6.9597,7.0476,17.5641,95.93,3.197
