initial_equity,final_equity,net_ret_pct,gross_ret_pct,drag_pct,cagr_pct,max_dd_pct,sharpe,calmar,avg_cash_pct,trades_count,total_friction,model,regime
129765.9085278244,143418.07108442462,10.520608002118625,84.09166301357295,73.57105501145433,10.52818057458127,44.18163493117484,0.44638255924368764,0.2382931412787651,58.01004107713373,170,49756.54421707153,Core-4 Top-1 Rotation,2025
82078.31001370997,76837.20656388994,-6.385491427570312,-6.385491427570312,0.0,-6.389722246629059,34.36797035279495,0.07129744947272114,-0.1859208495886467,0.0,0,0.0,BTC Buy & Hold,2025
305521.07837432495,244512.76895394296,-19.968608956542933,-19.968608956542933,0.0,-19.980818361849785,57.38725749436653,0.01759229224747818,-0.3481751739715253,0.0,0,0.0,Core-4 Equal-Weight (EW 25%),2025
325541.26245948655,390032.34068845346,19.810415964394924,29.777010781939705,9.966594817544781,19.82524879164087,24.349734622213408,0.6423149438158907,0.8141874685383631,55.333255995045235,295,29536.30873013621,Simple EMA Trend (No Rotation),2025
143418.07108442462,121974.99668861154,-14.951445263261398,21.20948935780276,36.16093462106416,-20.016795367523777,35.252181939174235,-0.47537411492018855,-0.5678172035439307,55.59748427672956,121,33441.86842322093,Core-4 Top-1 Rotation,2026 (Stress)
76837.20656388994,75254.31609590226,-2.0600572805461126,-1.932608899071342,0.12744838147477067,-2.830023700944184,39.977856922698265,0.1416779904092046,-0.07078978011293495,0.0,0,0.0,BTC Buy & Hold,2026 (Stress)
244512.76895394296,228544.82116105934,-6.530516938316366,-6.408885926466423,0.12163101184994307,-8.893629570449836,50.98725985048136,0.06593553836647019,-0.17442846696469164,0.0,0,0.0,Core-4 Equal-Weight (EW 25%),2026 (Stress)
390032.34068845346,414014.47778022895,6.148756036344105,15.438508195520061,9.289752159175956,8.577802220299468,35.746986685395356,0.42221557559894035,0.2399587494126877,55.16423665632449,228,27553.989296038373,Simple EMA Trend (No Rotation),2026 (Stress)
10000.0,121974.99668861154,1119.7499668861153,37717.73271556377,36597.982748677656,52.383257888551825,69.95490684023639,0.9594405364995495,0.7488146329489818,51.51375441831873,1144,294670.01485748624,Core-4 Top-1 Rotation,Full Cycle
10000.0,75254.31609590226,652.5431609590227,654.502802181489,1.9596412224663027,40.480276472414744,77.04339319608702,0.8777832671953489,0.5254217758735827,0.0,2,110.92127938447587,BTC Buy & Hold,Full Cycle
10000.0,228544.82116105934,2185.4482116105933,2191.399575943739,5.951364333145648,69.38008723883019,89.05404764752257,1.054480769836299,0.7790784256481833,0.0,8,310.3968582294085,Core-4 Equal-Weight (EW 25%),Full Cycle
10000.0,414014.47778022895,4040.1447778022894,7082.414937577815,3042.270159775526,87.20574967572539,54.003619373096456,1.4149968618130828,1.6148130567554067,48.38539964224278,1614,113014.28817624901,Simple EMA Trend (No Rotation),Full Cycle
