trade_id,symbol,entry_time,exit_time,entry_price,exit_price,units,notional_entry_usd,notional_exit_usd,gross_pnl_usd,total_fee_usd,net_pnl_usd,net_ret_pct,duration_bars,exit_reason,stop_mode
96,ETHUSDT,2023-11-05 04:00:00,2023-11-12 00:00:00,1889.5342949999997,2010.532527857143,2.2730891723101476,4295.079946673188,4570.119719649421,275.03977297623413,7.092159733058088,267.947613243176,0.06238477899595756,41,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
97,SOLUSDT,2023-11-10 12:00:00,2023-11-13 16:00:00,50.72535,52.479733571428575,272.45221976771455,13820.234205994238,14298.219904353966,477.9856983597264,22.494763288278563,455.4909350714479,0.03295826454763612,19,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
98,SOLUSDT,2023-11-15 20:00:00,2023-11-16 20:00:00,65.37267,57.75038714285715,218.36866275586158,14275.342528680228,12610.874814019018,-1664.4677146612119,21.5089738741594,-1685.9766885353713,-0.11810411450009821,6,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
99,ETHUSDT,2023-12-02 20:00:00,2023-12-11 00:00:00,2159.83938,2319.561145714286,2.112565650099981,4562.802483921239,4900.225199742557,337.42271582131747,7.570422146931038,329.85229367438643,0.07229160035674255,49,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
100,SOLUSDT,2023-12-08 00:00:00,2023-12-11 00:00:00,67.77386999999999,70.02052571428572,185.7763480315235,12590.782060563228,13008.157554447385,417.37549388415806,20.479151692008493,396.8963421921496,0.031522771205396836,18,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
101,SOLUSDT,2023-12-15 12:00:00,2023-12-17 12:00:00,79.16956499999999,71.38704428571428,164.0446680467164,12987.345009827935,11710.663982686241,-1276.6810271416934,19.75840719401134,-1296.4394343357048,-0.09982328438604257,12,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
102,SOLUSDT,2023-12-20 16:00:00,2023-12-26 16:00:00,80.72034000000001,107.14689535714287,144.84570536517896,11691.99458461707,15519.767635694378,3827.7730510773063,21.769409776249162,3806.003641301057,0.32552218646325254,36,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
103,ETHUSDT,2023-12-28 04:00:00,2023-12-29 16:00:00,2414.856825,2294.7548396428574,2.0259493859098416,4892.377701668939,4649.057158188084,-243.32054348085552,7.6331478878856185,-250.95369136874115,-0.051294831812174514,9,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
104,ETHUSDT,2024-01-10 16:00:00,2024-01-12 20:00:00,2450.52465,2471.8537921428574,1.8941392045988803,4641.634811400949,4682.035175734198,40.40036433324868,7.458935989708118,32.941428343540565,0.007096945296650364,13,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
105,SOLUSDT,2024-02-10 04:00:00,2024-02-12 08:00:00,110.725335,104.24054714285714,139.93907702206943,15494.801182859439,14587.325955446944,-907.4752274124955,24.065701710645108,-931.5409291231407,-0.06011957934340093,13,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
106,SOLUSDT,2024-02-13 00:00:00,2024-02-16 08:00:00,111.705825,110.80925071428572,130.37854335811724,14564.042748116757,14447.148698732984,-116.89404938377226,23.208953157479797,-140.10300254125207,-0.009619787923196564,20,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
107,ETHUSDT,2024-02-09 12:00:00,2024-02-17 12:00:00,2504.441595,2719.686484642857,1.8665033268402818,4674.548568944681,5076.303871548444,401.75530260376246,7.8006819523945,393.954620651368,0.08427650602853969,48,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
108,ETHUSDT,2024-02-19 00:00:00,2024-02-28 16:00:00,2882.6405999999997,3185.490300714286,1.7581700152681894,5068.172267714702,5600.633530643506,532.4612629288035,8.535044638686568,523.9262182901169,0.10337577150398666,58,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
109,ETHUSDT,2024-02-29 12:00:00,2024-03-03 04:00:00,3515.63694,3365.5084392857143,1.5905107618938195,5591.658387981456,5352.8773919284,-238.78099605305516,8.755628623927885,-247.53662467698305,-0.044268910491569176,16,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
110,SOLUSDT,2024-02-29 00:00:00,2024-03-04 16:00:00,119.08951499999999,127.18393750000003,121.11945734347516,14424.057432097645,15404.449492806465,980.3920607088199,23.86280553992329,956.5292551688966,0.06631485347807518,28,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
111,ETHUSDT,2024-03-04 16:00:00,2024-03-05 16:00:00,3562.20021,3596.3965867857146,1.5002889728281728,5344.329694069202,5395.634141071486,51.30444700228496,8.59197106811255,42.71247593417241,0.007992110962310579,6,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
112,SOLUSDT,2024-03-05 16:00:00,2024-03-05 16:00:00,139.259595,119.11993239321428,110.43966631306229,15379.783202692197,13155.565584741125,-2224.2176179510716,22.828279029946657,-2247.0458969810184,-0.1461038733359829,0,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
113,ETHUSDT,2024-03-06 12:00:00,2024-03-10 20:00:00,3881.6798699999995,3816.3162117857146,1.3878028255646926,5387.006291523588,5296.294421964559,-90.71186955902941,8.546640570790519,-99.25851012981992,-0.01842554189810441,26,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
114,SOLUSDT,2024-03-07 16:00:00,2024-03-11 00:00:00,145.99295999999998,140.48895,89.96752188779955,13134.624824264642,12639.442684118976,-495.18214014566706,20.619254006706896,-515.801394152374,-0.03927035610484229,20,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
115,ETHUSDT,2024-03-11 08:00:00,2024-03-12 16:00:00,4003.4006999999997,3865.3660978571434,1.3208348488679331,5287.831158542277,5105.510245682372,-182.32091285990492,8.31467312337972,-190.63558598328464,-0.036051753595672316,8,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
116,SOLUSDT,2024-03-13 16:00:00,2024-03-19 00:00:00,157.328625,181.06941642857146,80.2095404017124,12619.25670328336,14523.49467254199,1904.2379692586308,21.714201100660283,1882.5237681579704,0.14917865706529002,32,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
117,ETHUSDT,2024-04-08 20:00:00,2024-04-09 12:00:00,3704.6514,3544.8896775,1.375933969509579,5097.355706451219,4877.534125436106,-219.8215810151133,7.97991186550986,-227.80149288062316,-0.044690130726470066,4,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
118,SOLUSDT,2024-05-16 04:00:00,2024-05-21 16:00:00,163.191555,174.60912142857143,88.85385736704376,14500.199151476076,15514.69397039911,1014.4948189230333,24.01191449750015,990.4829044255332,0.06830822763732215,33,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
119,ETHUSDT,2024-05-20 20:00:00,2024-05-23 20:00:00,3440.57943,3630.449002857143,1.4153853052666237,4869.745566824616,5138.484170163867,268.73860333925126,8.006583789590787,260.7320195496605,0.05354119963184737,18,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
120,ETHUSDT,2024-05-27 16:00:00,2024-05-28 16:00:00,3965.371695,3780.991421428572,1.293764863946217,5130.258571477854,4891.71385192635,-238.5447195515048,8.017577938723363,-246.56229749022816,-0.048060403594667525,6,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
121,SOLUSDT,2024-07-15 20:00:00,2024-07-23 12:00:00,155.41767,173.38952500000002,99.66595207779073,15489.850050261894,17281.0320894409,1791.1820391790072,26.216705711762238,1764.965333467245,0.11394334533518638,46,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
122,SOLUSDT,2024-07-27 08:00:00,2024-07-30 00:00:00,185.922915,180.69711857142858,92.79831274616703,17253.33281284903,16768.387721522657,-484.94509132637273,27.21737642749735,-512.16246775387,-0.029684842535028864,16,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
123,SOLUSDT,2024-09-19 16:00:00,2024-09-22 12:00:00,143.03148,143.14139392857143,117.04836279096095,16741.600561568073,16754.465806955282,12.865245387210184,26.796853094818687,-13.931607707608503,-0.000832155065244468,17,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
