symbol,entry_time,exit_time,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
BTCUSDT,2024-06-10 12:00:00,2024-06-10 20:00:00,69508.626945,69456.064595,2.6680612869720424,1.0,-140.23957118725593,148.48140645519317,148.25042967307922,92.70286998064938,0.0,0.0,-436.9714073155283,-0.07561989397601512,SIGNAL_EXIT,2
BNBUSDT,2024-06-10 20:00:00,2024-06-10 20:00:00,648.82425,632.7665314821429,285.15681223743803,1.0,-4578.967824358208,148.13182932934072,144.3501496063907,271.0631251997599,0.0,0.0,-4871.44980329394,-2.474894937705719,STOP_LOSS,1
BTCUSDT,2024-06-11 00:00:00,2024-06-11 00:00:00,69574.76999999999,68901.83733910715,2.5892877862031782,1.0,-1742.416319787032,144.2346694867056,142.7253486952866,268.01204687394556,0.0,0.0,-2029.3763379690242,-0.9672078842557994,STOP_LOSS,1
BTCUSDT,2024-06-12 16:00:00,2024-06-12 16:00:00,69768.867,68229.74149735714,2.5530205234950514,1.0,-3929.4189964818465,142.61116841633037,139.35354428441184,261.68041615748797,0.0,0.0,-4211.383709182589,-2.206034824448067,STOP_LOSS,1
SOLUSDT,2024-07-15 04:00:00,2024-07-23 04:00:00,151.4757,175.64763274999999,1148.1269586460494,1.0,27752.44763285433,139.2420614489843,161.33262590610855,302.95310322880147,0.0,0.0,27451.87294549924,15.957630662871997,STOP_LOSS,49
SOLUSDT,2024-07-23 08:00:00,2024-07-25 00:00:00,176.14803,168.84652259785716,1143.0343342297058,1.0,-8345.873652281616,161.2035598053837,154.39789803571412,289.9309552498294,0.0,0.0,-8661.475110122714,-4.145097394585023,STOP_LOSS,11
SOLUSDT,2024-07-25 04:00:00,2024-07-27 20:00:00,170.615265,178.64512975,1129.3755002923663,1.0,9068.732519311288,154.27437971728554,161.40594622896074,303.0907853573417,0.0,0.0,8753.052193365042,4.706416363154845,STOP_LOSS,17
SOLUSDT,2024-07-28 00:00:00,2024-07-29 16:00:00,184.01196,184.10341394412,1094.682921797583,1.0,100.11307075921536,161.27682147197757,161.22789047140736,302.7564292777989,0.0,0.0,-222.39164118416957,0.04970000000001036,STOP_LOSS,11
SOLUSDT,2024-07-29 20:00:00,2024-07-30 00:00:00,186.943425,179.64819075535712,1076.3285004039524,1.0,-7852.068534632021,161.09890815903023,154.68837420479738,290.4764162583778,0.0,0.0,-8167.855816995849,-3.9023754083048763,STOP_LOSS,2
SOLUSDT,2024-07-30 04:00:00,2024-07-30 20:00:00,182.67129,175.46056092214286,1056.8229674093095,1.0,-7620.464101245575,154.56462350543356,148.34460052563276,278.56397194346386,0.0,0.0,-7923.3733252766415,-3.947379513144697,STOP_LOSS,5
